credit.policy,purpose,int.rate, installment , log.annual.inc ,dti,fico, days.with.cr.line , revol.bal ,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,14%, 341 , 10.6 ,21.66,692," 4,050 "," 11,998 ",48.2,0,0,0,0
1,all_other,16%, 123 , 10.5 ,23.45,662," 3,810 "," 5,369 ",89.5,0,0,0,0
1,debt_consolidation,11%, 167 , 9.9 ,19.68,712," 1,835 "," 7,058 ",45.5,0,0,0,1
1,credit_card,12%, 116 , 10.3 ,11.68,722," 6,870 "," 4,621 ",45.8,0,0,0,0
1,debt_consolidation,15%, 382 , 10.5 ,7.78,672," 3,031 "," 9,778 ",77.6,0,0,0,0
1,all_other,7%, 522 , 11.3 ,1.15,772," 3,001 ", 800 ,2.3,2,0,0,0
1,debt_consolidation,13%, 692 , 11.2 ,20.06,722," 3,660 "," 20,450 ",60,1,0,0,0
1,major_purchase,14%, 273 , 10.0 ,11.43,682," 3,150 "," 5,142 ",46.3,2,0,0,0
1,debt_consolidation,15%, 276 , 11.5 ,6.42,672," 3,780 "," 17,588 ",47.8,0,2,0,0
1,debt_consolidation,13%, 402 , 11.4 ,11.15,717," 4,838 "," 29,755 ",77.9,2,0,0,0
1,debt_consolidation,12%, 332 , 10.7 ,21.95,752," 3,600 "," 5,811 ",32.1,1,0,0,0
1,small_business,17%, 534 , 10.8 ,0.38,687," 5,640 "," 5,330 ",82,0,0,0,0
1,debt_consolidation,10%, 546 , 11.4 ,14.71,772," 5,220 "," 10,359 ",21.1,0,0,0,0
1,all_other,13%, 373 , 10.1 ,13.65,697," 1,830 "," 8,476 ",42.2,0,0,0,0
1,all_other,8%, 125 , 10.8 ,2.77,772," 3,150 ", 703 ,2.3,0,0,0,0
1,all_other,10%, 160 , 10.7 ,11.12,732," 2,400 "," 4,637 ",12.6,1,0,0,0
1,home_improvement,8%, 266 , 11.3 ,6.75,787," 6,300 "," 7,439 ",6.5,0,0,0,0
1,home_improvement,13%, 169 , 11.9 ,23.26,687," 5,280 "," 71,053 ",83.4,2,0,1,0
1,credit_card,13%, 312 , 10.9 ,21.9,702," 2,040 "," 9,190 ",86.7,0,0,0,0
1,all_other,7%, 264 , 10.3 ,19.83,732," 2,220 "," 9,321 ",27.2,2,0,0,0
1,all_other,8%, 31 , 11.4 ,9.77,752," 4,110 "," 21,003 ",45.5,2,0,0,0
1,home_improvement,16%, 422 , 10.5 ,0.33,662," 13,080 "," 12,683 ",34.8,0,1,1,0
1,credit_card,9%, 351 , 11.1 ,19.15,747," 3,750 "," 4,148 ",14.3,2,0,0,0
1,debt_consolidation,14%, 342 , 11.4 ,3.92,682," 2,850 "," 3,520 ",22.1,1,2,0,0
1,all_other,12%, 333 , 10.9 ,19.2,762," 5,910 "," 2,435 ",13.8,2,0,0,0
1,small_business,16%, 336 , 11.1 ,9.51,697," 4,563 "," 17,105 ",38.8,1,0,0,0
1,small_business,13%, 338 , 10.4 ,17.37,772," 1,140 ", 26 ,0.6,0,0,0,0
1,all_other,12%, 120 , 10.3 ,0.6,717," 4,470 ", 90 ,1.8,2,0,0,0
1,all_other,15%, 167 , 9.7 ,9.98,667," 1,530 "," 1,101 ",61.2,1,0,0,0
1,major_purchase,8%, 225 , 11.4 ,16.72,777," 9,631 "," 3,712 ",38.3,2,0,0,0
1,debt_consolidation,8%, 442 , 11.1 ,10.82,717," 3,210 "," 10,513 ",32,1,0,0,0
1,debt_consolidation,13%, 339 , 11.2 ,8.54,742," 4,290 "," 24,485 ",26.3,5,0,0,0
1,all_other,13%, 605 , 10.9 ,7.29,747," 6,332 "," 16,955 ",22.8,5,0,0,0
1,debt_consolidation,12%, 332 , 10.9 ,21.54,732," 3,750 "," 11,628 ",40.4,0,0,1,0
1,educational,13%, 81 , 11.3 ,19.1,677," 3,600 "," 5,396 ",23.1,2,0,1,0
1,debt_consolidation,13%, 574 , 10.9 ,16.87,732," 7,800 "," 13,429 ",61,0,0,0,1
1,all_other,14%, 341 , 10.8 ,23.69,692," 4,590 "," 1,400 ",77.8,0,1,1,0
1,all_other,13%, 136 , 9.9 ,15.06,702," 1,470 "," 1,067 ",19.4,2,1,0,0
1,all_other,7%, 323 , 10.8 ,12.07,727," 3,300 "," 21,326 ",37.9,1,0,0,0
1,home_improvement,8%, 313 , 11.6 ,0.49,787," 4,232 "," 7,195 ",6.3,1,0,0,0
1,small_business,10%, 385 , 11.0 ,6.76,807," 7,080 "," 1,977 ",3.3,3,0,0,0
1,all_other,13%, 335 , 10.5 ,10.38,672," 3,270 "," 26,788 ",65.2,3,0,0,1
1,educational,13%, 837 , 11.4 ,16.24,762," 5,850 "," 93,559 ",22.1,1,0,0,0
1,major_purchase,15%, 193 , 10.7 ,8.26,667," 4,051 ", 260 ,3.3,3,0,1,0
1,small_business,13%, 669 , 11.4 ,0.68,792," 4,470 "," 3,719 ",15.2,1,0,0,0
1,credit_card,13%, 405 , 10.7 ,7.14,722," 1,741 "," 7,879 ",29,2,0,0,0
1,debt_consolidation,13%, 435 , 11.1 ,17.11,712," 5,010 "," 13,407 ",44.8,0,0,0,0
1,small_business,14%, 256 , 10.4 ,9.86,712," 3,000 "," 1,805 ",10.1,2,1,0,0
1,debt_consolidation,10%, 193 , 10.7 ,4.99,732," 4,260 "," 11,741 ",14.6,0,0,0,0
1,home_improvement,16%, 350 , 11.0 ,7.62,682," 2,850 "," 1,815 ",34.2,2,0,0,1
1,credit_card,17%, 780 , 11.1 ,14.96,677," 4,980 "," 27,302 ",34.8,0,0,0,0
1,debt_consolidation,14%, 413 , 10.5 ,7.91,682," 4,050 "," 8,748 ",85.8,1,0,0,1
1,all_other,8%, 188 , 10.1 ,8.95,757," 4,110 "," 1,112 ",25.3,0,0,0,0
1,debt_consolidation,14%, 406 , 10.8 ,20.96,682," 3,660 "," 15,677 ",49.9,3,0,0,0
1,debt_consolidation,13%, 402 , 10.9 ,16.26,717," 2,730 "," 7,464 ",41.2,2,0,0,1
1,major_purchase,12%, 166 , 10.8 ,18.13,722," 3,150 "," 15,155 ",42.3,2,0,0,0
1,all_other,16%, 148 , 10.2 ,21.69,712," 2,012 "," 6,154 ",99.3,0,0,0,0
1,debt_consolidation,15%, 86 , 9.8 ,19.08,672," 1,771 "," 5,002 ",32.1,3,0,0,0
1,debt_consolidation,13%, 504 , 10.3 ,12.92,717," 10,440 "," 20,105 ",33.4,3,0,0,0
1,all_other,10%, 185 , 10.5 ,7.15,732," 2,370 "," 9,619 ",65.9,0,0,0,1
1,all_other,14%, 222 , 10.5 ,23.37,687," 5,850 "," 12,518 ",49.1,0,1,0,0
1,debt_consolidation,15%, 276 , 10.7 ,24.08,672," 1,922 "," 8,441 ",66.5,1,0,1,0
1,home_improvement,14%, 292 , 11.4 ,6.11,677," 9,300 "," 7,429 ",91.1,1,0,0,0
1,debt_consolidation,13%, 87 , 9.7 ,19.2,697," 1,950 "," 7,155 ",38.3,1,0,0,0
1,debt_consolidation,14%, 168 , 10.9 ,3.22,682," 6,060 "," 4,341 ",90.4,2,0,0,0
1,credit_card,10%, 225 , 11.6 ,3.19,762," 3,210 "," 8,035 ",30,1,0,0,0
1,debt_consolidation,15%, 375 , 10.6 ,23.33,667," 3,392 "," 21,765 ",78.9,0,0,0,0
1,debt_consolidation,13%, 169 , 11.0 ,0.12,722," 2,070 "," 5,176 ",45.6,0,0,0,0
1,home_improvement,14%, 291 , 10.9 ,1,707," 1,230 "," 3,441 ",49.2,0,0,0,1
1,debt_consolidation,14%, 171 , 10.2 ,6.2,697," 3,390 "," 4,852 ",57.8,2,1,0,0
1,all_other,18%, 719 , 11.5 ,16.93,667," 3,660 "," 18,606 ",67.5,0,1,0,0
1,debt_consolidation,12%, 199 , 10.5 ,22.58,722," 4,680 "," 17,511 ",47.7,3,0,0,0
1,debt_consolidation,17%, 532 , 10.7 ,7.93,672," 3,030 "," 14,608 ",94.9,1,0,0,0
1,small_business,12%, 167 , 11.2 ,17.56,712," 7,170 "," 13,344 ",28.4,2,0,0,0
1,credit_card,12%, 298 , 11.4 ,8.84,732," 5,520 "," 5,390 ",27.2,0,0,1,0
1,home_improvement,14%, 144 , 9.8 ,4.62,677," 4,784 "," 2,255 ",37.6,1,0,0,0
1,debt_consolidation,9%, 208 , 10.4 ,12.08,747," 3,450 "," 2,530 ",63.2,0,0,0,1
1,debt_consolidation,13%, 504 , 11.5 ,12.46,722," 3,330 ", 2 ,0.1,2,0,0,0
1,all_other,12%, 400 , 10.5 ,20.33,677," 3,090 "," 24,029 ",70.3,1,0,0,0
1,major_purchase,9%, 64 , 10.9 ,5.71,787," 3,570 ", 21 ,0.4,2,0,0,0
1,all_other,14%, 685 , 11.4 ,19.27,702," 5,490 "," 17,811 ",79.2,1,0,0,0
1,all_other,12%, 500 , 11.9 ,17.84,752," 8,070 ", -   ,0,1,0,0,0
1,debt_consolidation,14%, 240 , 10.4 ,13.35,682," 1,410 "," 5,999 ",27.6,1,0,0,1
1,all_other,10%, 249 , 10.8 ,11.36,737," 5,602 "," 6,720 ",19,0,0,0,0
1,all_other,16%, 281 , 10.6 ,2.31,667," 1,800 "," 3,292 ",58.8,1,1,0,0
1,debt_consolidation,16%, 527 , 11.0 ,7.88,687," 2,520 "," 15,896 ",83.2,1,0,0,1
1,small_business,17%, 568 , 11.2 ,0.26,667," 3,330 ", 438 ,4.6,3,0,0,0
1,debt_consolidation,15%, 694 , 11.3 ,15.32,682," 4,380 "," 18,636 ",81.1,3,0,0,0
1,debt_consolidation,15%, 553 , 10.9 ,9.13,682," 7,620 "," 17,436 ",71.9,1,0,0,0
1,home_improvement,13%, 837 , 11.9 ,2.86,762," 3,390 "," 14,911 ",34,1,0,0,0
1,debt_consolidation,14%, 499 , 10.3 ,18.04,697," 8,911 "," 20,392 ",94,1,0,0,0
1,debt_consolidation,13%, 287 , 11.2 ,12.27,697," 8,070 "," 30,532 ",53.7,3,0,0,1
1,all_other,7%, 248 , 11.1 ,2.77,727," 5,220 "," 31,939 ",53.2,1,0,0,1
1,debt_consolidation,8%, 188 , 10.7 ,6.44,752," 5,340 "," 5,970 ",12.7,1,0,0,0
1,debt_consolidation,13%, 448 , 10.6 ,12.72,727," 1,500 "," 9,721 ",30.9,2,0,0,0
1,credit_card,10%, 160 , 11.5 ,15.4,727," 3,090 "," 9,347 ",41,2,0,0,0
1,credit_card,12%, 348 , 11.6 ,6.02,727," 6,720 "," 13,610 ",43.1,0,0,0,0
1,all_other,15%, 52 , 10.5 ,1.04,667," 2,130 "," 1,781 ",59.4,3,0,0,1
1,small_business,9%, 160 , 10.8 ,17.57,737," 2,670 "," 7,170 ",67,1,0,0,0
1,small_business,12%, 531 , 11.4 ,2.61,757," 5,041 "," 29,204 ",51.9,2,0,0,0
1,small_business,14%, 274 , 10.6 ,21.88,737," 2,681 "," 16,090 ",25,3,0,0,1
1,major_purchase,8%, 50 , 10.0 ,4.64,757," 12,391 "," 2,753 ",9.3,0,0,0,0
1,all_other,7%, 373 , 10.8 ,10.1,742," 7,770 "," 56,348 ",33.7,0,0,0,0
1,small_business,10%, 417 , 10.6 ,16.14,787," 3,840 ", -   ,0,1,0,0,0
1,debt_consolidation,13%, 380 , 11.2 ,18.69,702," 3,150 "," 11,197 ",81.7,2,0,0,0
1,all_other,9%, 319 , 10.9 ,0.39,782," 4,710 ", 99 ,0.2,1,0,0,0
1,small_business,13%, 251 , 10.6 ,12.87,787," 2,250 ", 298 ,1,0,0,0,1
1,all_other,12%, 332 , 10.9 ,17.12,727," 2,790 "," 4,435 ",59.1,0,0,0,0
1,educational,16%, 114 , 9.4 ,11.8,672," 1,500 "," 3,352 ",79.8,0,0,0,1
1,debt_consolidation,13%, 407 , 11.1 ,21.9,697," 5,408 "," 43,863 ",63.7,2,0,0,0
1,all_other,13%, 235 , 11.0 ,10.27,682," 4,203 "," 3,706 ",45.2,0,0,0,0
1,major_purchase,13%, 405 , 10.9 ,13.16,707," 13,681 "," 9,030 ",37.5,2,0,0,0
1,all_other,8%, 313 , 11.4 ,1.06,772," 6,780 "," 2,227 ",5.4,0,0,0,0
1,debt_consolidation,14%, 286 , 10.7 ,24.75,697," 4,830 "," 1,924 ",91.6,1,0,0,1
1,small_business,10%, 481 , 11.5 ,4.81,802," 9,638 "," 21,267 ",33.9,1,0,0,0
1,all_other,10%, 160 , 11.2 ,8.63,722," 5,190 "," 2,602 ",51,1,0,0,0
1,all_other,16%, 530 , 11.1 ,16.39,672," 5,310 "," 7,467 ",48.8,2,0,0,0
1,all_other,12%, 158 , 10.7 ,20.95,747," 5,760 "," 26,272 ",33.7,1,0,0,0
1,debt_consolidation,16%, 280 , 11.3 ,16.3,662," 4,500 "," 10,702 ",59.8,0,0,0,0
1,all_other,8%, 312 , 10.1 ,0,737," 1,650 ", 400 ,6.7,1,0,0,0
1,small_business,12%, 666 , 11.4 ,3.04,787," 6,510 "," 13,893 ",18.7,4,0,0,0
1,all_other,9%, 527 , 11.1 ,8.35,732," 4,080 "," 41,921 ",85.2,0,0,0,1
1,debt_consolidation,9%, 233 , 10.3 ,10.52,737," 3,243 "," 8,351 ",22.1,3,0,0,0
1,small_business,15%, 416 , 10.3 ,2.48,672," 4,020 "," 4,770 ",52.4,2,0,2,0
1,debt_consolidation,16%, 525 , 11.6 ,13.12,757," 7,560 "," 50,910 ",32.6,0,0,0,0
1,small_business,14%, 233 , 10.5 ,10.3,707," 3,780 "," 1,356 ",17.4,2,1,0,0
1,debt_consolidation,13%, 669 , 11.1 ,18.23,732," 5,070 "," 25,313 ",43.4,2,0,0,0
1,debt_consolidation,12%, 600 , 10.9 ,13.36,742," 5,640 "," 17,064 ",56.7,0,0,0,0
1,credit_card,13%, 117 , 10.5 ,13.39,707," 4,890 "," 7,730 ",33.6,1,0,0,0
1,credit_card,13%, 362 , 10.9 ,12.09,702," 2,220 "," 20,854 ",49.3,2,0,0,0
1,debt_consolidation,13%, 102 , 11.1 ,14.6,687," 5,979 "," 15,093 ",95.5,1,0,0,1
1,all_other,15%, 121 , 11.5 ,19.94,672," 6,180 "," 36,162 ",89.5,3,0,0,1
1,small_business,8%, 100 , 10.7 ,17.92,742," 1,950 ", 849 ,10.7,0,0,0,0
1,all_other,8%, 470 , 11.2 ,17.11,727," 3,450 "," 8,952 ",22.3,1,0,0,0
1,small_business,13%, 807 , 11.2 ,18.51,772," 6,780 "," 7,815 ",6.1,0,0,0,0
1,all_other,15%, 387 , 11.1 ,16.21,687," 4,320 "," 10,673 ",93.6,0,0,0,0
1,debt_consolidation,16%, 245 , 10.7 ,20.87,677," 2,340 "," 5,546 ",97.3,0,0,0,0
1,debt_consolidation,10%, 321 , 10.5 ,15.05,737," 4,080 "," 1,571 ",11.9,0,0,0,0
1,debt_consolidation,16%, 247 , 10.9 ,3.99,662," 2,190 "," 4,747 ",93.1,1,1,0,0
1,debt_consolidation,8%, 172 , 10.4 ,19.2,757," 3,750 "," 6,860 ",29.4,0,0,0,0
1,debt_consolidation,13%, 169 , 10.4 ,14,697," 1,710 "," 4,536 ",33.1,0,0,1,0
1,all_other,16%, 245 , 10.1 ,5.57,662," 1,500 "," 4,748 ",53.3,2,0,0,0
1,credit_card,13%, 844 , 11.7 ,8.24,727," 5,550 "," 14,323 ",50.3,1,0,0,1
1,small_business,12%, 633 , 11.6 ,15.51,752," 11,520 "," 49,836 ",42.1,1,0,0,0
1,debt_consolidation,18%, 290 , 11.2 ,13.92,662," 4,890 "," 8,111 ",57.9,2,0,0,0
1,all_other,12%, 199 , 11.1 ,21.07,722," 4,770 "," 18,136 ",44.7,0,0,0,0
1,debt_consolidation,16%, 404 , 10.5 ,21.09,662," 4,530 "," 22,416 ",67,1,0,0,0
1,debt_consolidation,13%, 538 , 10.6 ,10.37,717," 3,720 "," 16,016 ",84.7,0,0,0,0
1,debt_consolidation,13%, 237 , 10.5 ,14.71,707," 3,810 "," 3,915 ",93.2,0,0,0,0
1,credit_card,12%, 258 , 10.6 ,17.78,717," 2,520 "," 14,610 ",76.9,0,0,0,1
1,all_other,8%, 263 , 11.2 ,3.05,777," 4,021 "," 1,506 ",6.6,0,0,0,0
1,all_other,8%, 172 , 11.3 ,9.87,782," 5,730 "," 4,590 ",14.7,0,0,0,0
1,all_other,13%, 168 , 10.3 ,2.6,757," 4,590 ", 724 ,2.8,1,0,0,0
1,major_purchase,15%, 347 , 10.8 ,20.19,752," 4,621 ", -   ,27.7,2,0,0,0
1,all_other,13%, 338 , 10.7 ,3.97,732," 2,789 "," 2,025 ",15.6,1,0,0,1
1,all_other,8%, 374 , 11.2 ,12.62,722," 2,911 "," 16,810 ",32.3,2,0,0,1
1,major_purchase,10%, 215 , 9.5 ,6.4,807," 9,210 ", 35 ,1.7,0,0,0,0
1,home_improvement,8%, 125 , 11.2 ,8.78,757," 2,790 "," 3,008 ",8.7,0,0,0,0
1,debt_consolidation,13%, 407 , 11.0 ,15.12,697," 2,520 "," 12,540 ",54.3,1,0,0,0
1,credit_card,10%, 385 , 10.9 ,21.17,757," 10,740 "," 25,133 ",38.8,1,0,0,0
1,all_other,16%, 332 , 10.8 ,1.46,692," 1,620 "," 4,700 ",51.6,1,0,0,0
1,all_other,14%, 342 , 12.0 ,9.27,677," 5,190 "," 10,843 ",68.6,0,1,0,1
1,debt_consolidation,13%, 407 , 10.1 ,9.2,722," 11,340 "," 11,377 ",94.8,1,0,0,1
1,debt_consolidation,10%, 321 , 10.8 ,13.77,737," 5,400 "," 1,251 ",5.5,1,0,1,0
1,small_business,15%, 477 , 10.3 ,17.96,687," 1,441 "," 5,269 ",15.1,3,0,0,1
1,small_business,12%, 500 , 11.5 ,8.57,772," 4,110 "," 11,700 ",42.5,0,0,0,0
1,debt_consolidation,13%, 84 , 10.7 ,8.76,687," 5,670 "," 1,580 ",14,1,0,0,0
1,debt_consolidation,13%, 339 , 11.2 ,14.91,732," 3,738 "," 26,694 ",98.9,3,0,0,0
1,credit_card,13%, 504 , 11.1 ,6.65,717," 2,191 "," 27,201 ",57.4,0,0,0,0
1,debt_consolidation,10%, 321 , 10.6 ,12.81,742," 8,370 "," 7,108 ",18.3,2,0,0,0
1,major_purchase,14%, 688 , 12.5 ,16.97,697," 7,800 "," 58,981 ",84.9,2,0,0,0
1,all_other,8%, 157 , 10.9 ,9.05,757," 2,490 "," 1,012 ",10.1,0,0,0,0
1,all_other,12%, 666 , 10.8 ,3.1,782," 2,850 ", 99 ,0.4,0,0,0,0
1,all_other,15%, 105 , 11.0 ,1,672," 1,800 "," 1,048 ",31.8,1,0,0,1
1,debt_consolidation,15%, 276 , 10.3 ,15.44,677," 8,617 "," 21,202 ",88,0,1,0,0
1,debt_consolidation,9%, 313 , 10.4 ,22.62,747," 6,726 "," 16,248 ",23.9,0,0,0,0
1,home_improvement,9%, 160 , 10.1 ,3.89,777," 3,420 "," 3,901 ",10.6,2,0,0,0
1,all_other,13%, 672 , 11.4 ,1.95,787," 2,730 "," 45,210 ",3.8,1,0,0,0
1,debt_consolidation,17%, 895 , 12.5 ,12.76,692," 6,600 "," 35,172 ",95.3,0,0,0,1
1,debt_consolidation,14%, 688 , 11.2 ,23.25,697," 6,660 "," 18,789 ",52,3,0,0,0
1,credit_card,12%, 400 , 11.0 ,16.16,742," 4,380 "," 24,904 ",66.4,2,0,0,0
1,debt_consolidation,14%, 411 , 11.0 ,22.03,682," 3,150 "," 4,532 ",32.4,0,0,0,0
1,debt_consolidation,16%, 475 , 11.4 ,18.64,662," 7,920 "," 6,021 ",57.9,0,1,0,0
1,debt_consolidation,14%, 392 , 10.7 ,10.3,697," 3,660 "," 11,361 ",35.3,0,3,0,0
1,home_improvement,10%, 225 , 11.4 ,8.05,757," 4,800 ", 962 ,4.6,0,1,0,0
1,all_other,15%, 691 , 10.7 ,9.31,697," 3,375 "," 1,483 ",4.2,0,0,0,0
1,educational,6%, 91 , 9.8 ,5.69,727," 4,320 ", 859 ,10.7,0,0,0,0
1,small_business,17%, 356 , 11.0 ,11.18,662," 3,337 "," 6,070 ",88,1,0,0,0
1,credit_card,14%, 341 , 10.4 ,14.71,692," 2,520 "," 8,316 ",52.6,0,0,0,0
1,all_other,12%, 400 , 11.0 ,9.03,712," 7,321 "," 16,353 ",31.9,0,0,0,0
1,all_other,13%, 68 , 9.9 ,16.32,692," 2,190 "," 6,191 ",72,1,0,0,0
1,small_business,10%, 514 , 11.7 ,2.5,802," 12,330 "," 8,823 ",7.4,1,0,0,0
1,debt_consolidation,13%, 242 , 10.8 ,13.17,702," 10,260 "," 19,434 ",43.2,2,0,0,0
1,home_improvement,13%, 301 , 11.4 ,20.3,722," 4,447 "," 42,813 ",0,2,0,0,1
1,all_other,15%, 208 , 11.2 ,18.43,662," 5,517 "," 14,417 ",82.9,0,0,0,0
1,home_improvement,13%, 543 , 12.3 ,14.93,707," 6,360 "," 46,392 ",81.1,1,0,0,0
1,all_other,15%, 191 , 10.7 ,12.7,667," 3,720 "," 1,953 ",57.4,2,1,0,0
1,credit_card,9%, 192 , 11.1 ,19.45,747," 7,410 "," 42,518 ",68.9,2,0,0,0
1,all_other,9%, 192 , 11.0 ,11.56,777," 6,810 "," 14,650 ",24.5,5,0,0,0
1,small_business,13%, 167 , 11.6 ,23.9,707," 7,500 "," 70,432 ",89.3,0,0,0,0
1,small_business,12%, 666 , 11.7 ,8.22,782," 6,450 "," 3,606 ",4.5,0,0,0,0
1,all_other,15%, 260 , 12.4 ,15.01,672," 7,500 "," 82,153 ",88.1,0,0,0,0
1,all_other,14%, 52 , 11.2 ,11.4,677," 3,510 ", 457 ,18,0,0,0,0
1,debt_consolidation,15%, 295 , 10.0 ,13.75,672," 1,740 "," 11,131 ",57.7,1,0,0,1
1,major_purchase,13%, 187 , 10.5 ,14.43,702," 8,131 "," 15,341 ",40.2,1,0,0,1
1,all_other,11%, 312 , 11.2 ,3.73,747," 2,070 ", 700 ,14.6,7,0,0,0
1,all_other,13%, 304 , 10.6 ,9.66,727," 4,020 "," 1,813 ",27.1,1,0,1,0
1,debt_consolidation,13%, 244 , 11.4 ,12.83,687," 3,510 "," 28,767 ",74.9,1,0,0,0
1,major_purchase,15%, 156 , 11.3 ,11.56,667," 3,630 ", -   ,0,1,2,1,0
1,debt_consolidation,14%, 329 , 10.7 ,22.48,682," 2,310 "," 13,575 ",73.8,0,0,0,1
1,debt_consolidation,13%, 285 , 11.0 ,13.53,692," 3,990 "," 9,631 ",74.7,3,0,0,0
1,small_business,13%, 814 , 11.5 ,7.25,737," 2,160 ", 5 ,0.2,3,0,0,0
1,credit_card,14%, 511 , 11.0 ,11.07,707," 3,120 "," 15,166 ",94.8,2,0,0,0
1,home_improvement,14%, 55 , 10.2 ,12.98,692," 1,260 ", -   ,0,0,0,1,0
1,all_other,12%, 333 , 10.0 ,8.46,717," 1,830 "," 6,711 ",53.3,1,0,0,0
1,small_business,13%, 414 , 10.1 ,11.35,707," 2,130 "," 4,850 ",53.9,1,0,0,1
1,all_other,12%, 528 , 12.6 ,7.6,697," 4,214 "," 41,491 ",60.9,0,0,0,0
1,debt_consolidation,14%, 239 , 10.2 ,21.91,697," 3,180 "," 7,494 ",94.9,0,0,0,0
1,debt_consolidation,14%, 676 , 11.1 ,18.85,702," 8,250 "," 11,667 ",33.1,1,0,0,1
1,all_other,13%, 170 , 11.3 ,3.67,697," 5,100 "," 3,048 ",33.9,0,1,0,0
1,credit_card,13%, 507 , 11.2 ,18.87,727," 9,450 "," 49,542 ",54.6,2,0,0,0
1,debt_consolidation,9%, 319 , 10.5 ,19.88,762," 2,760 "," 12,255 ",24.2,0,0,0,0
1,small_business,9%, 64 , 11.1 ,12.04,742," 2,760 ", -   ,0,0,0,0,0
1,small_business,14%, 172 , 11.6 ,1.96,697," 2,670 "," 4,233 ",46,0,0,0,1
1,debt_consolidation,14%, 164 , 10.5 ,14.67,672," 1,394 "," 8,038 ",51.5,0,0,0,0
1,all_other,9%, 256 , 11.8 ,5.18,752," 5,010 "," 79,821 ",37.1,0,0,0,0
1,all_other,12%, 663 , 10.7 ,17.33,772," 9,120 "," 22,828 ",21.4,1,0,0,0
1,all_other,14%, 682 , 11.8 ,7.12,712," 5,100 "," 7,629 ",25.3,0,0,0,0
1,debt_consolidation,8%, 125 , 10.5 ,13.45,802," 4,560 "," 3,199 ",7.4,0,0,0,0
1,all_other,13%, 837 , 11.7 ,1.39,762," 2,160 "," 30,215 ",49.6,1,0,0,1
1,debt_consolidation,14%, 170 , 10.4 ,5.69,692," 5,160 ", 445 ,89,2,0,0,0
1,all_other,8%, 313 , 11.0 ,0.36,792," 2,520 "," 1,858 ",12.7,0,0,0,0
1,debt_consolidation,16%, 420 , 10.7 ,4.04,667," 3,390 "," 7,805 ",41.9,0,0,0,0
1,all_other,10%, 385 , 11.2 ,14.93,757," 4,110 "," 2,300 ",11.3,0,0,0,0
1,credit_card,14%, 436 , 11.6 ,24.88,702," 5,280 "," 39,311 ",85.8,0,0,0,0
1,small_business,8%, 195 , 10.7 ,21.43,797," 4,050 "," 2,094 ",7.7,1,0,0,0
1,debt_consolidation,16%, 353 , 10.8 ,20.55,672," 4,800 "," 3,996 ",97.5,0,0,1,1
1,all_other,11%, 170 , 11.3 ,10.34,692," 8,948 "," 25,972 ",89.6,1,0,0,0
1,small_business,16%, 527 , 10.8 ,7.92,702," 4,140 "," 5,918 ",98.6,1,0,0,1
1,credit_card,12%, 239 , 10.7 ,6.98,712," 5,040 "," 9,144 ",25.5,0,0,0,0
1,all_other,12%, 199 , 11.2 ,7.23,722," 2,250 "," 4,965 ",53.4,0,0,0,0
1,credit_card,13%, 336 , 11.8 ,2,712," 9,210 "," 3,462 ",21.6,0,0,0,0
1,educational,15%, 173 , 11.0 ,9.81,687," 6,120 "," 3,335 ",45.1,2,0,0,1
1,major_purchase,12%, 200 , 10.6 ,0.6,747," 3,780 ", 297 ,5.8,0,0,0,0
1,debt_consolidation,16%, 210 , 10.9 ,23.35,667," 3,870 "," 7,160 ",62.3,1,0,0,0
1,debt_consolidation,13%, 432 , 11.0 ,3.74,707," 2,340 "," 6,214 ",20.8,0,0,0,0
1,debt_consolidation,13%, 561 , 10.7 ,22.45,712," 4,140 "," 11,860 ",45.1,1,0,0,0
1,debt_consolidation,14%, 170 , 10.4 ,7.41,697," 12,390 ", 693 ,23.1,1,0,0,0
1,debt_consolidation,16%, 141 , 11.5 ,20.89,667," 5,670 "," 34,008 ",98.3,0,0,0,0
1,debt_consolidation,15%, 414 , 10.9 ,3.87,677," 1,830 "," 7,810 ",37.5,1,0,0,0
1,debt_consolidation,13%, 405 , 11.3 ,9.4,702," 3,300 "," 15,127 ",45.6,0,0,1,0
1,debt_consolidation,13%, 324 , 10.7 ,5.21,702," 13,770 "," 7,491 ",71.3,0,1,0,0
1,credit_card,15%, 685 , 10.8 ,11.72,687," 5,940 "," 43,620 ",92.9,0,0,0,0
1,credit_card,15%, 442 , 11.2 ,14.96,692," 3,270 "," 24,769 ",90.1,2,1,0,0
1,debt_consolidation,8%, 222 , 11.1 ,13.25,757," 6,510 "," 4,409 ",12.4,3,0,0,0
1,debt_consolidation,14%, 313 , 11.5 ,24.34,692," 13,410 "," 46,268 ",92.9,1,1,0,1
1,credit_card,12%, 415 , 11.0 ,14.68,737," 4,230 "," 12,663 ",34.4,1,0,0,0
1,debt_consolidation,15%, 139 , 10.2 ,23.83,672," 1,140 "," 4,071 ",78.3,0,0,0,0
1,debt_consolidation,17%, 533 , 12.0 ,22.57,682," 3,600 "," 15,214 ",68.7,0,2,0,0
1,home_improvement,11%, 654 , 11.1 ,18.89,777," 8,910 "," 12,683 ",18.1,0,0,0,0
1,home_improvement,16%, 385 , 11.2 ,14.97,662," 12,540 "," 9,649 ",50.5,0,0,0,1
